time(s)	cellId	rnti	lcid	packetSize	delay(s)
11.6066	2	1	3	395	0.00152857
11.6116	2	1	3	5263	0.00152857
11.6121	2	1	3	378	0.00152857
11.7066	2	1	3	395	0.00152857
11.7116	2	1	3	5263	0.00152857
11.7121	2	1	3	378	0.00152857
11.8066	2	1	3	395	0.00152857
11.8116	2	1	3	5263	0.00152857
11.8121	2	1	3	378	0.00152857
11.9066	2	1	3	395	0.00152857
11.9116	2	1	3	5263	0.00152857
11.9121	2	1	3	378	0.00152857
12.0066	2	1	3	395	0.00152857
12.0116	2	1	3	5263	0.00152857
12.0121	2	1	3	378	0.00152857
12.1066	2	1	3	395	0.00152857
12.1116	2	1	3	5263	0.00152857
12.1121	2	1	3	378	0.00152857
12.2066	2	1	3	395	0.00152857
12.2116	2	1	3	5263	0.00152857
12.2121	2	1	3	378	0.00152857
12.3066	2	1	3	395	0.00152857
12.3116	2	1	3	5263	0.00152857
12.3121	2	1	3	378	0.00152857
12.4066	2	1	3	395	0.00152857
12.4116	2	1	3	5263	0.00152857
12.4121	2	1	3	378	0.00152857
12.5066	2	1	3	395	0.00152857
12.5116	2	1	3	5263	0.00152857
12.5121	2	1	3	378	0.00152857
12.6066	2	1	3	395	0.00152857
12.6116	2	1	3	5263	0.00152857
12.6121	2	1	3	378	0.00152857
12.7066	2	1	3	395	0.00152857
12.7116	2	1	3	5263	0.00152857
12.7121	2	1	3	378	0.00152857
12.8066	2	1	3	395	0.00152857
12.8116	2	1	3	5263	0.00152857
12.8121	2	1	3	378	0.00152857
12.9066	2	1	3	395	0.00152857
12.9116	2	1	3	5263	0.00152857
12.9121	2	1	3	378	0.00152857
13.0066	2	1	3	395	0.00152857
13.0116	2	1	3	5263	0.00152857
13.0121	2	1	3	378	0.00152857
13.1066	2	1	3	395	0.00152857
13.1116	2	1	3	5263	0.00152857
13.1121	2	1	3	378	0.00152857
13.2066	2	1	3	395	0.00152857
13.2116	2	1	3	5263	0.00152857
13.2121	2	1	3	378	0.00152857
13.3066	2	1	3	395	0.00152857
13.3116	2	1	3	5263	0.00152857
13.3121	2	1	3	378	0.00152857
13.4066	2	1	3	395	0.00152857
13.4116	2	1	3	5263	0.00152857
13.4121	2	1	3	378	0.00152857
13.5066	2	1	3	395	0.00152857
13.5116	2	1	3	5263	0.00152857
13.5121	2	1	3	378	0.00152857
13.6066	2	1	3	395	0.00152857
13.6116	2	1	3	5263	0.00152857
13.6121	2	1	3	378	0.00152857
13.7066	2	1	3	395	0.00152857
13.7116	2	1	3	5263	0.00152857
13.7121	2	1	3	378	0.00152857
13.8066	2	1	3	395	0.00152857
13.8116	2	1	3	5263	0.00152857
13.8121	2	1	3	378	0.00152857
13.9066	2	1	3	395	0.00152857
13.9116	2	1	3	5263	0.00152857
13.9121	2	1	3	378	0.00152857
14.0066	2	1	3	395	0.00152857
14.0116	2	1	3	5263	0.00152857
14.0121	2	1	3	378	0.00152857
14.1066	2	1	3	395	0.00152857
14.1116	2	1	3	5263	0.00152857
14.1121	2	1	3	378	0.00152857
14.2066	2	1	3	395	0.00152857
14.2116	2	1	3	5263	0.00152857
14.2121	2	1	3	378	0.00152857
14.3066	2	1	3	395	0.00152857
14.3116	2	1	3	5263	0.00152857
14.3121	2	1	3	378	0.00152857
14.4066	2	1	3	395	0.00152857
14.4116	2	1	3	5263	0.00152857
14.4121	2	1	3	378	0.00152857
14.5066	2	1	3	395	0.00152857
14.5116	2	1	3	5263	0.00152857
14.5121	2	1	3	378	0.00152857
14.6066	2	1	3	395	0.00152857
14.6116	2	1	3	5263	0.00152857
14.6121	2	1	3	378	0.00152857
14.7066	2	1	3	395	0.00152857
14.7116	2	1	3	5263	0.00152857
14.7121	2	1	3	378	0.00152857
14.8066	2	1	3	395	0.00152857
14.8116	2	1	3	5263	0.00152857
14.8121	2	1	3	378	0.00152857
14.9066	2	1	3	395	0.00152857
14.9116	2	1	3	5263	0.00152857
14.9121	2	1	3	378	0.00152857
15.0066	2	1	3	395	0.00152857
15.0116	2	1	3	5263	0.00152857
15.0121	2	1	3	378	0.00152857
15.1066	2	1	3	395	0.00152857
15.1116	2	1	3	5263	0.00152857
15.1121	2	1	3	378	0.00152857
15.2066	2	1	3	395	0.00152857
15.2116	2	1	3	5263	0.00152857
15.2121	2	1	3	378	0.00152857
15.3066	2	1	3	395	0.00152857
15.3116	2	1	3	5263	0.00152857
15.3121	2	1	3	378	0.00152857
15.4066	2	1	3	395	0.00152857
15.4116	2	1	3	5263	0.00152857
15.4121	2	1	3	378	0.00152857
15.5066	2	1	3	395	0.00152857
15.5116	2	1	3	5263	0.00152857
15.5121	2	1	3	378	0.00152857
15.6066	2	1	3	395	0.00152857
15.6116	2	1	3	5263	0.00152857
15.6121	2	1	3	378	0.00152857
15.7066	2	1	3	395	0.00152857
15.7116	2	1	3	5263	0.00152857
15.7121	2	1	3	378	0.00152857
15.8066	2	1	3	395	0.00152857
15.8116	2	1	3	5263	0.00152857
15.8121	2	1	3	378	0.00152857
15.9066	2	1	3	395	0.00152857
15.9116	2	1	3	5263	0.00152857
15.9121	2	1	3	378	0.00152857
16.0066	2	1	3	395	0.00152857
16.0116	2	1	3	5263	0.00152857
16.0121	2	1	3	378	0.00152857
16.1066	2	1	3	395	0.00152857
16.1116	2	1	3	5263	0.00152857
16.1121	2	1	3	378	0.00152857
16.2066	2	1	3	395	0.00152857
16.2116	2	1	3	5263	0.00152857
16.2121	2	1	3	378	0.00152857
16.3066	2	1	3	395	0.00152857
16.3116	2	1	3	5263	0.00152857
16.3121	2	1	3	378	0.00152857
16.4066	2	1	3	395	0.00152857
16.4116	2	1	3	5263	0.00152857
16.4121	2	1	3	378	0.00152857
16.5066	2	1	3	395	0.00152857
16.5116	2	1	3	5263	0.00152857
16.5121	2	1	3	378	0.00152857
16.6066	2	1	3	395	0.00152857
16.6116	2	1	3	5263	0.00152857
16.6121	2	1	3	378	0.00152857
16.7066	2	1	3	395	0.00152857
16.7116	2	1	3	5263	0.00152857
16.7121	2	1	3	378	0.00152857
16.8066	2	1	3	395	0.00152857
16.8116	2	1	3	5263	0.00152857
16.8121	2	1	3	378	0.00152857
16.9066	2	1	3	395	0.00152857
16.9116	2	1	3	5263	0.00152857
16.9121	2	1	3	378	0.00152857
17.0066	2	1	3	395	0.00152857
17.0116	2	1	3	5263	0.00152857
17.0121	2	1	3	378	0.00152857
17.1066	2	1	3	395	0.00152857
17.1116	2	1	3	5263	0.00152857
17.1121	2	1	3	378	0.00152857
17.2066	2	1	3	395	0.00152857
17.2116	2	1	3	5263	0.00152857
17.2121	2	1	3	378	0.00152857
17.3066	2	1	3	395	0.00152857
17.3116	2	1	3	5263	0.00152857
17.3121	2	1	3	378	0.00152857
17.4066	2	1	3	395	0.00152857
17.4116	2	1	3	5263	0.00152857
17.4121	2	1	3	378	0.00152857
17.5066	2	1	3	395	0.00152857
17.5116	2	1	3	5263	0.00152857
17.5121	2	1	3	378	0.00152857
17.6066	2	1	3	395	0.00152857
17.6116	2	1	3	5263	0.00152857
17.6121	2	1	3	378	0.00152857
17.7066	2	1	3	395	0.00152857
17.7116	2	1	3	5263	0.00152857
17.7121	2	1	3	378	0.00152857
17.8066	2	1	3	395	0.00152857
17.8116	2	1	3	5263	0.00152857
17.8121	2	1	3	378	0.00152857
17.9066	2	1	3	395	0.00152857
17.9116	2	1	3	5263	0.00152857
17.9121	2	1	3	378	0.00152857
18.0066	2	1	3	395	0.00152857
18.0116	2	1	3	5263	0.00152857
18.0121	2	1	3	378	0.00152857
18.1066	2	1	3	395	0.00152857
18.1116	2	1	3	5263	0.00152857
18.1121	2	1	3	378	0.00152857
18.2066	2	1	3	395	0.00152857
18.2116	2	1	3	5263	0.00152857
18.2121	2	1	3	378	0.00152857
18.3066	2	1	3	395	0.00152857
18.3116	2	1	3	5263	0.00152857
18.3121	2	1	3	378	0.00152857
18.4066	2	1	3	395	0.00152857
18.4116	2	1	3	5263	0.00152857
18.4121	2	1	3	378	0.00152857
18.5066	2	1	3	395	0.00152857
18.5116	2	1	3	5263	0.00152857
18.5121	2	1	3	378	0.00152857
18.6066	2	1	3	395	0.00152857
18.6116	2	1	3	5263	0.00152857
18.6121	2	1	3	378	0.00152857
18.7066	2	1	3	395	0.00152857
18.7116	2	1	3	5263	0.00152857
18.7121	2	1	3	378	0.00152857
18.8066	2	1	3	395	0.00152857
18.8116	2	1	3	5263	0.00152857
18.8121	2	1	3	378	0.00152857
18.9066	2	1	3	395	0.00152857
18.9116	2	1	3	5263	0.00152857
18.9121	2	1	3	378	0.00152857
19.0066	2	1	3	395	0.00152857
19.0116	2	1	3	5263	0.00152857
19.0121	2	1	3	378	0.00152857
19.1066	2	1	3	395	0.00152857
19.1116	2	1	3	5263	0.00152857
19.1121	2	1	3	378	0.00152857
19.2066	2	1	3	395	0.00152857
19.2116	2	1	3	5263	0.00152857
19.2121	2	1	3	378	0.00152857
19.3066	2	1	3	395	0.00152857
19.3116	2	1	3	5263	0.00152857
19.3121	2	1	3	378	0.00152857
19.4066	2	1	3	395	0.00152857
19.4116	2	1	3	5263	0.00152857
19.4121	2	1	3	378	0.00152857
19.5066	2	1	3	395	0.00152857
19.5116	2	1	3	5263	0.00152857
19.5121	2	1	3	378	0.00152857
19.6066	2	1	3	395	0.00152857
19.6116	2	1	3	5263	0.00152857
19.6121	2	1	3	378	0.00152857
19.7066	2	1	3	395	0.00152857
19.7116	2	1	3	5263	0.00152857
19.7121	2	1	3	378	0.00152857
19.8066	2	1	3	395	0.00152857
19.8116	2	1	3	5263	0.00152857
19.8121	2	1	3	378	0.00152857
