Time(sec)	CellId	BwpId	IMSI	pathLoss(dB)
2.711	1	0	1	-69.8399
2.71175	1	0	1	-69.8399
2.75243	1	0	1	-69.8399
2.80146	1	0	1	-69.8399
2.80243	1	0	1	-69.8399
2.80643	1	0	1	-69.8399
2.811	1	0	1	-69.8399
2.81175	1	0	1	-69.8399
2.85243	1	0	1	-69.8399
2.90146	1	0	1	-69.8399
2.90243	1	0	1	-69.8399
2.90643	1	0	1	-69.8399
2.911	1	0	1	-69.8399
2.91175	1	0	1	-69.8399
2.95243	1	0	1	-69.8399
3.00146	1	0	1	-69.8399
3.00243	1	0	1	-69.8399
3.00643	1	0	1	-69.8399
3.011	1	0	1	-69.8399
3.01175	1	0	1	-69.8399
3.05243	1	0	1	-69.8399
3.10146	1	0	1	-69.8399
3.10243	1	0	1	-69.8399
3.10643	1	0	1	-69.8399
3.111	1	0	1	-69.8399
3.11175	1	0	1	-69.8399
3.15243	1	0	1	-69.8399
3.20146	1	0	1	-69.8399
3.20243	1	0	1	-69.8399
3.20643	1	0	1	-69.8399
3.211	1	0	1	-69.8399
3.21175	1	0	1	-69.8399
3.25243	1	0	1	-69.8399
3.30146	1	0	1	-69.8399
3.30243	1	0	1	-69.8399
3.30643	1	0	1	-69.8399
3.311	1	0	1	-69.8399
3.31175	1	0	1	-69.8399
3.35243	1	0	1	-69.8399
3.40146	1	0	1	-69.8399
3.40243	1	0	1	-69.8399
3.40643	1	0	1	-69.8399
3.411	1	0	1	-69.8399
3.41175	1	0	1	-69.8399
3.45243	1	0	1	-69.8399
3.50146	1	0	1	-69.8399
3.50243	1	0	1	-69.8399
3.50643	1	0	1	-69.8399
3.511	1	0	1	-69.8399
3.51175	1	0	1	-69.8399
3.55243	1	0	1	-69.8399
3.60146	1	0	1	-69.8399
3.60243	1	0	1	-69.8399
3.60643	1	0	1	-69.8399
3.611	1	0	1	-69.8399
3.61175	1	0	1	-69.8399
3.65243	1	0	1	-69.8399
3.70146	1	0	1	-69.8399
3.70243	1	0	1	-69.8399
3.70643	1	0	1	-69.8399
3.711	1	0	1	-69.8399
3.71175	1	0	1	-69.8399
3.75243	1	0	1	-69.8399
3.80146	1	0	1	-69.8399
3.80243	1	0	1	-69.8399
3.80643	1	0	1	-69.8399
3.811	1	0	1	-69.8399
3.81175	1	0	1	-69.8399
3.85243	1	0	1	-69.8399
3.90146	1	0	1	-69.8399
3.90243	1	0	1	-69.8399
3.90643	1	0	1	-69.8399
3.911	1	0	1	-69.8399
3.91175	1	0	1	-69.8399
3.95243	1	0	1	-69.8399
4.00146	1	0	1	-69.8399
4.00243	1	0	1	-69.8399
4.00643	1	0	1	-69.8399
4.011	1	0	1	-69.8399
4.01175	1	0	1	-69.8399
4.05243	1	0	1	-69.8399
4.10146	1	0	1	-69.8399
4.10243	1	0	1	-69.8399
4.10643	1	0	1	-69.8399
4.111	1	0	1	-69.8399
4.11175	1	0	1	-69.8399
4.15243	1	0	1	-69.8399
4.20146	1	0	1	-69.8399
4.20243	1	0	1	-69.8399
4.20643	1	0	1	-69.8399
4.211	1	0	1	-69.8399
4.21175	1	0	1	-69.8399
4.25243	1	0	1	-69.8399
4.30146	1	0	1	-69.8399
4.30243	1	0	1	-69.8399
4.30643	1	0	1	-69.8399
4.311	1	0	1	-69.8399
4.31175	1	0	1	-69.8399
4.35243	1	0	1	-69.8399
4.40146	1	0	1	-69.8399
4.40243	1	0	1	-69.8399
4.40643	1	0	1	-69.8399
4.411	1	0	1	-69.8399
4.41175	1	0	1	-69.8399
4.45243	1	0	1	-69.8399
4.50146	1	0	1	-69.8399
4.50243	1	0	1	-69.8399
4.50643	1	0	1	-69.8399
4.511	1	0	1	-69.8399
4.51175	1	0	1	-69.8399
4.55243	1	0	1	-69.8399
4.60146	1	0	1	-69.8399
4.60243	1	0	1	-69.8399
4.60643	1	0	1	-69.8399
4.611	1	0	1	-69.8399
4.61175	1	0	1	-69.8399
4.65243	1	0	1	-69.8399
4.70146	1	0	1	-69.8399
4.70243	1	0	1	-69.8399
4.70643	1	0	1	-69.8399
4.711	1	0	1	-69.8399
4.71175	1	0	1	-69.8399
4.75243	1	0	1	-69.8399
4.80146	1	0	1	-69.8399
4.80243	1	0	1	-69.8399
4.80643	1	0	1	-69.8399
4.811	1	0	1	-69.8399
4.81175	1	0	1	-69.8399
4.85243	1	0	1	-69.8399
4.90146	1	0	1	-69.8399
4.90243	1	0	1	-69.8399
4.90643	1	0	1	-69.8399
4.911	1	0	1	-69.8399
4.91175	1	0	1	-69.8399
4.95243	1	0	1	-69.8399
5.00146	1	0	1	-69.8399
5.00243	1	0	1	-69.8399
5.00643	1	0	1	-69.8399
5.011	1	0	1	-69.8399
5.01175	1	0	1	-69.8399
5.05243	1	0	1	-69.8399
5.10146	1	0	1	-69.8399
5.10243	1	0	1	-69.8399
5.10643	1	0	1	-69.8399
5.111	1	0	1	-69.8399
5.11175	1	0	1	-69.8399
5.15243	1	0	1	-69.8399
5.20146	1	0	1	-69.8399
5.20243	1	0	1	-69.8399
5.20643	1	0	1	-69.8399
5.211	1	0	1	-69.8399
5.21175	1	0	1	-69.8399
5.25243	1	0	1	-69.8399
5.30146	1	0	1	-69.8399
5.30243	1	0	1	-69.8399
5.30643	1	0	1	-69.8399
5.311	1	0	1	-69.8399
5.31175	1	0	1	-69.8399
5.35243	1	0	1	-69.8399
5.40146	1	0	1	-69.8399
5.40243	1	0	1	-69.8399
5.40643	1	0	1	-69.8399
5.411	1	0	1	-69.8399
5.41175	1	0	1	-69.8399
5.45243	1	0	1	-69.8399
5.50146	1	0	1	-69.8399
5.50243	1	0	1	-69.8399
5.50643	1	0	1	-69.8399
5.511	1	0	1	-69.8399
5.51175	1	0	1	-69.8399
5.55243	1	0	1	-69.8399
5.60146	1	0	1	-69.8399
5.60243	1	0	1	-69.8399
5.60643	1	0	1	-69.8399
5.611	1	0	1	-69.8399
5.61175	1	0	1	-69.8399
5.65243	1	0	1	-69.8399
5.70146	1	0	1	-69.8399
5.70243	1	0	1	-69.8399
5.70643	1	0	1	-69.8399
5.711	1	0	1	-69.8399
5.71175	1	0	1	-69.8399
5.75243	1	0	1	-69.8399
5.80146	1	0	1	-69.8399
5.80243	1	0	1	-69.8399
5.80643	1	0	1	-69.8399
5.811	1	0	1	-69.8399
5.81175	1	0	1	-69.8399
5.85243	1	0	1	-69.8399
5.90146	1	0	1	-69.8399
5.90243	1	0	1	-69.8399
5.90643	1	0	1	-69.8399
5.911	1	0	1	-69.8399
5.91175	1	0	1	-69.8399
5.95243	1	0	1	-69.8399
6.00146	1	0	1	-69.8399
6.00243	1	0	1	-69.8399
6.00643	1	0	1	-69.8399
6.011	1	0	1	-69.8399
6.01175	1	0	1	-69.8399
6.05243	1	0	1	-69.8399
6.10146	1	0	1	-69.8399
6.10243	1	0	1	-69.8399
6.10643	1	0	1	-69.8399
6.111	1	0	1	-69.8399
6.11175	1	0	1	-69.8399
6.15243	1	0	1	-69.8399
6.20146	1	0	1	-69.8399
6.20243	1	0	1	-69.8399
6.20643	1	0	1	-69.8399
6.211	1	0	1	-69.8399
6.21175	1	0	1	-69.8399
6.25243	1	0	1	-69.8399
6.30146	1	0	1	-69.8399
6.30243	1	0	1	-69.8399
6.30643	1	0	1	-69.8399
6.311	1	0	1	-69.8399
6.31175	1	0	1	-69.8399
6.35243	1	0	1	-69.8399
6.40146	1	0	1	-69.8399
6.40243	1	0	1	-69.8399
6.40643	1	0	1	-69.8399
6.411	1	0	1	-69.8399
6.41175	1	0	1	-69.8399
6.45243	1	0	1	-69.8399
6.50146	1	0	1	-69.8399
6.50243	1	0	1	-69.8399
6.50643	1	0	1	-69.8399
6.511	1	0	1	-69.8399
6.51175	1	0	1	-69.8399
6.55243	1	0	1	-69.8399
6.60146	1	0	1	-69.8399
6.60243	1	0	1	-69.8399
6.60643	1	0	1	-69.8399
6.611	1	0	1	-69.8399
6.61175	1	0	1	-69.8399
6.65243	1	0	1	-69.8399
6.70146	1	0	1	-69.8399
6.70243	1	0	1	-69.8399
6.70643	1	0	1	-69.8399
6.711	1	0	1	-69.8399
6.71175	1	0	1	-69.8399
6.75243	1	0	1	-69.8399
6.80146	1	0	1	-69.8399
6.80243	1	0	1	-69.8399
6.80643	1	0	1	-69.8399
6.811	1	0	1	-69.8399
6.81175	1	0	1	-69.8399
6.85243	1	0	1	-69.8399
6.90146	1	0	1	-69.8399
6.90243	1	0	1	-69.8399
6.90643	1	0	1	-69.8399
6.911	1	0	1	-69.8399
6.91175	1	0	1	-69.8399
6.95243	1	0	1	-69.8399
7.00146	1	0	1	-69.8399
7.00243	1	0	1	-69.8399
7.00643	1	0	1	-69.8399
7.011	1	0	1	-69.8399
7.01175	1	0	1	-69.8399
7.05243	1	0	1	-69.8399
7.10146	1	0	1	-69.8399
7.10243	1	0	1	-69.8399
7.10643	1	0	1	-69.8399
7.111	1	0	1	-69.8399
7.11175	1	0	1	-69.8399
7.15243	1	0	1	-69.8399
7.20146	1	0	1	-69.8399
7.20243	1	0	1	-69.8399
7.20643	1	0	1	-69.8399
7.211	1	0	1	-69.8399
7.21175	1	0	1	-69.8399
7.25243	1	0	1	-69.8399
7.30146	1	0	1	-69.8399
7.30243	1	0	1	-69.8399
7.30643	1	0	1	-69.8399
7.311	1	0	1	-69.8399
7.31175	1	0	1	-69.8399
7.35243	1	0	1	-69.8399
7.40146	1	0	1	-69.8399
7.40243	1	0	1	-69.8399
7.40643	1	0	1	-69.8399
7.411	1	0	1	-69.8399
7.41175	1	0	1	-69.8399
7.45243	1	0	1	-69.8399
7.50146	1	0	1	-69.8399
7.50243	1	0	1	-69.8399
7.50643	1	0	1	-69.8399
7.511	1	0	1	-69.8399
7.51175	1	0	1	-69.8399
7.55243	1	0	1	-69.8399
7.60146	1	0	1	-69.8399
7.60243	1	0	1	-69.8399
7.60643	1	0	1	-69.8399
7.611	1	0	1	-69.8399
7.61175	1	0	1	-69.8399
7.65243	1	0	1	-69.8399
7.70146	1	0	1	-69.8399
7.70243	1	0	1	-69.8399
7.70643	1	0	1	-69.8399
7.711	1	0	1	-69.8399
7.71175	1	0	1	-69.8399
7.75243	1	0	1	-69.8399
7.80146	1	0	1	-69.8399
7.80243	1	0	1	-69.8399
7.80643	1	0	1	-69.8399
7.811	1	0	1	-69.8399
7.81175	1	0	1	-69.8399
7.85243	1	0	1	-69.8399
7.90146	1	0	1	-69.8399
7.90243	1	0	1	-69.8399
7.90643	1	0	1	-69.8399
7.911	1	0	1	-69.8399
7.91175	1	0	1	-69.8399
7.95243	1	0	1	-69.8399
8.00146	1	0	1	-69.8399
8.00243	1	0	1	-69.8399
8.00643	1	0	1	-69.8399
8.011	1	0	1	-69.8399
8.01175	1	0	1	-69.8399
8.05243	1	0	1	-69.8399
8.10146	1	0	1	-69.8399
8.10243	1	0	1	-69.8399
8.10643	1	0	1	-69.8399
8.111	1	0	1	-69.8399
8.11175	1	0	1	-69.8399
8.15243	1	0	1	-69.8399
8.20146	1	0	1	-69.8399
8.20243	1	0	1	-69.8399
8.20643	1	0	1	-69.8399
8.211	1	0	1	-69.8399
8.21175	1	0	1	-69.8399
8.25243	1	0	1	-69.8399
8.30146	1	0	1	-69.8399
8.30243	1	0	1	-69.8399
8.30643	1	0	1	-69.8399
8.311	1	0	1	-69.8399
8.31175	1	0	1	-69.8399
8.35243	1	0	1	-69.8399
8.40146	1	0	1	-69.8399
8.40243	1	0	1	-69.8399
8.40643	1	0	1	-69.8399
8.411	1	0	1	-69.8399
8.41175	1	0	1	-69.8399
8.45243	1	0	1	-69.8399
8.50146	1	0	1	-69.8399
8.50243	1	0	1	-69.8399
8.50643	1	0	1	-69.8399
8.511	1	0	1	-69.8399
8.51175	1	0	1	-69.8399
8.55243	1	0	1	-69.8399
8.60146	1	0	1	-69.8399
8.60243	1	0	1	-69.8399
8.60643	1	0	1	-69.8399
8.611	1	0	1	-69.8399
8.61175	1	0	1	-69.8399
8.65243	1	0	1	-69.8399
8.70146	1	0	1	-69.8399
8.70243	1	0	1	-69.8399
8.70643	1	0	1	-69.8399
8.711	1	0	1	-69.8399
8.71175	1	0	1	-69.8399
8.75243	1	0	1	-69.8399
8.80146	1	0	1	-69.8399
8.80243	1	0	1	-69.8399
8.80643	1	0	1	-69.8399
8.811	1	0	1	-69.8399
8.81175	1	0	1	-69.8399
8.85243	1	0	1	-69.8399
8.90146	1	0	1	-69.8399
8.90243	1	0	1	-69.8399
8.90643	1	0	1	-69.8399
8.911	1	0	1	-69.8399
8.91175	1	0	1	-69.8399
8.95243	1	0	1	-69.8399
9.00146	1	0	1	-69.8399
9.00243	1	0	1	-69.8399
9.00643	1	0	1	-69.8399
9.011	1	0	1	-69.8399
9.01175	1	0	1	-69.8399
9.05243	1	0	1	-69.8399
9.10146	1	0	1	-69.8399
9.10243	1	0	1	-69.8399
9.10643	1	0	1	-69.8399
9.111	1	0	1	-69.8399
9.11175	1	0	1	-69.8399
9.15243	1	0	1	-69.8399
9.20146	1	0	1	-69.8399
9.20243	1	0	1	-69.8399
9.20643	1	0	1	-69.8399
9.211	1	0	1	-69.8399
9.21175	1	0	1	-69.8399
9.25243	1	0	1	-69.8399
9.30146	1	0	1	-69.8399
9.30243	1	0	1	-69.8399
9.30643	1	0	1	-69.8399
9.311	1	0	1	-69.8399
9.31175	1	0	1	-69.8399
9.35243	1	0	1	-69.8399
9.40146	1	0	1	-69.8399
9.40243	1	0	1	-69.8399
9.40643	1	0	1	-69.8399
9.411	1	0	1	-69.8399
9.41175	1	0	1	-69.8399
9.45243	1	0	1	-69.8399
9.50146	1	0	1	-69.8399
9.50243	1	0	1	-69.8399
9.50643	1	0	1	-69.8399
9.511	1	0	1	-69.8399
9.51175	1	0	1	-69.8399
9.55243	1	0	1	-69.8399
9.60146	1	0	1	-69.8399
9.60243	1	0	1	-69.8399
9.60643	1	0	1	-69.8399
9.611	1	0	1	-69.8399
9.61175	1	0	1	-69.8399
9.65243	1	0	1	-69.8399
9.70146	1	0	1	-69.8399
9.70243	1	0	1	-69.8399
9.70643	1	0	1	-69.8399
9.711	1	0	1	-69.8399
9.71175	1	0	1	-69.8399
9.75243	1	0	1	-69.8399
9.80146	1	0	1	-69.8399
9.80243	1	0	1	-69.8399
9.80643	1	0	1	-69.8399
9.811	1	0	1	-69.8399
9.81175	1	0	1	-69.8399
9.85243	1	0	1	-69.8399
9.90146	1	0	1	-69.8399
9.90243	1	0	1	-69.8399
9.90643	1	0	1	-69.8399
9.911	1	0	1	-69.8399
9.91175	1	0	1	-69.8399
9.95243	1	0	1	-69.8399
10.0015	1	0	1	-69.8399
10.0024	1	0	1	-69.8399
10.0064	1	0	1	-69.8399
10.011	1	0	1	-69.8399
10.0117	1	0	1	-69.8399
10.0524	1	0	1	-69.8399
10.1015	1	0	1	-69.8399
10.1024	1	0	1	-69.8399
10.1064	1	0	1	-69.8399
10.111	1	0	1	-69.8399
10.1117	1	0	1	-69.8399
10.1524	1	0	1	-69.8399
10.2015	1	0	1	-69.8399
10.2024	1	0	1	-69.8399
10.2064	1	0	1	-69.8399
10.211	1	0	1	-69.8399
10.2117	1	0	1	-69.8399
10.2524	1	0	1	-69.8399
10.3015	1	0	1	-69.8399
10.3024	1	0	1	-69.8399
10.3064	1	0	1	-69.8399
10.311	1	0	1	-69.8399
10.3117	1	0	1	-69.8399
10.3524	1	0	1	-69.8399
10.4015	1	0	1	-69.8399
10.4024	1	0	1	-69.8399
10.4064	1	0	1	-69.8399
10.411	1	0	1	-69.8399
10.4117	1	0	1	-69.8399
10.4524	1	0	1	-69.8399
10.5015	1	0	1	-69.8399
10.5024	1	0	1	-69.8399
10.5064	1	0	1	-69.8399
10.511	1	0	1	-69.8399
10.5117	1	0	1	-69.8399
10.5524	1	0	1	-69.8399
10.6015	1	0	1	-69.8399
10.6024	1	0	1	-69.8399
10.6064	1	0	1	-69.8399
10.611	1	0	1	-69.8399
10.6117	1	0	1	-69.8399
10.6524	1	0	1	-69.8399
10.7015	1	0	1	-69.8399
10.7024	1	0	1	-69.8399
10.7064	1	0	1	-69.8399
10.711	1	0	1	-69.8399
10.7117	1	0	1	-69.8399
10.7524	1	0	1	-69.8399
10.8015	1	0	1	-69.8399
10.8024	1	0	1	-69.8399
10.8064	1	0	1	-69.8399
10.811	1	0	1	-69.8399
10.8117	1	0	1	-69.8399
10.8524	1	0	1	-69.8399
10.9015	1	0	1	-69.8399
10.9024	1	0	1	-69.8399
10.9064	1	0	1	-69.8399
10.911	1	0	1	-69.8399
10.9117	1	0	1	-69.8399
10.9524	1	0	1	-69.8399
11.0015	1	0	1	-69.8399
11.0024	1	0	1	-69.8399
11.0064	1	0	1	-69.8399
11.011	1	0	1	-69.8399
11.0117	1	0	1	-69.8399
11.0524	1	0	1	-69.8399
11.1015	1	0	1	-69.8399
11.1024	1	0	1	-69.8399
11.1064	1	0	1	-69.8399
11.111	1	0	1	-69.8399
11.1117	1	0	1	-69.8399
11.1524	1	0	1	-69.8399
11.2015	1	0	1	-69.8399
11.2024	1	0	1	-69.8399
11.2064	1	0	1	-69.8399
11.211	1	0	1	-69.8399
11.2117	1	0	1	-69.8399
11.2524	1	0	1	-69.8399
11.3015	1	0	1	-69.8399
11.3024	1	0	1	-69.8399
11.3064	1	0	1	-69.8399
11.311	1	0	1	-69.8399
11.3117	1	0	1	-69.8399
11.3524	1	0	1	-69.8399
11.4015	1	0	1	-69.8399
11.4024	1	0	1	-69.8399
11.4064	1	0	1	-69.8399
11.411	1	0	1	-69.8399
11.4117	1	0	1	-69.8399
11.4524	1	0	1	-69.8399
11.5015	1	0	1	-69.8399
11.5024	1	0	1	-69.8399
11.5064	1	0	1	-69.8399
11.511	1	0	1	-69.8399
11.5117	1	0	1	-69.8399
11.5524	1	0	1	-69.8399
11.6015	1	0	1	-69.8399
11.6024	1	0	1	-69.8399
11.6064	1	0	1	-69.8399
11.611	1	0	1	-69.8399
11.6117	1	0	1	-69.8399
11.6524	1	0	1	-69.8399
11.7015	1	0	1	-69.8399
11.7024	1	0	1	-69.8399
11.7064	1	0	1	-69.8399
11.711	1	0	1	-69.8399
11.7117	1	0	1	-69.8399
11.7524	1	0	1	-69.8399
11.8015	1	0	1	-69.8399
11.8024	1	0	1	-69.8399
11.8064	1	0	1	-69.8399
11.811	1	0	1	-69.8399
11.8117	1	0	1	-69.8399
11.8524	1	0	1	-69.8399
11.9015	1	0	1	-69.8399
11.9024	1	0	1	-69.8399
11.9064	1	0	1	-69.8399
11.911	1	0	1	-69.8399
11.9117	1	0	1	-69.8399
11.9524	1	0	1	-69.8399
12.0015	1	0	1	-69.8399
12.0024	1	0	1	-69.8399
12.0064	1	0	1	-69.8399
12.011	1	0	1	-69.8399
12.0117	1	0	1	-69.8399
12.0524	1	0	1	-69.8399
12.1015	1	0	1	-69.8399
12.1024	1	0	1	-69.8399
12.1064	1	0	1	-69.8399
12.111	1	0	1	-69.8399
12.1117	1	0	1	-69.8399
12.1524	1	0	1	-69.8399
12.2015	1	0	1	-69.8399
12.2024	1	0	1	-69.8399
12.2064	1	0	1	-69.8399
12.211	1	0	1	-69.8399
12.2117	1	0	1	-69.8399
12.2524	1	0	1	-69.8399
12.3015	1	0	1	-69.8399
12.3024	1	0	1	-69.8399
12.3064	1	0	1	-69.8399
12.311	1	0	1	-69.8399
12.3117	1	0	1	-69.8399
12.3524	1	0	1	-69.8399
12.4015	1	0	1	-69.8399
12.4024	1	0	1	-69.8399
12.4064	1	0	1	-69.8399
12.411	1	0	1	-69.8399
12.4117	1	0	1	-69.8399
12.4524	1	0	1	-69.8399
12.5015	1	0	1	-69.8399
12.5024	1	0	1	-69.8399
12.5064	1	0	1	-69.8399
12.511	1	0	1	-69.8399
12.5117	1	0	1	-69.8399
12.5524	1	0	1	-69.8399
12.6015	1	0	1	-69.8399
12.6024	1	0	1	-69.8399
12.6064	1	0	1	-69.8399
12.611	1	0	1	-69.8399
12.6117	1	0	1	-69.8399
12.6524	1	0	1	-69.8399
12.7015	1	0	1	-69.8399
12.7024	1	0	1	-69.8399
12.7064	1	0	1	-69.8399
12.711	1	0	1	-69.8399
12.7117	1	0	1	-69.8399
12.7524	1	0	1	-69.8399
12.8015	1	0	1	-69.8399
12.8024	1	0	1	-69.8399
12.8064	1	0	1	-69.8399
12.811	1	0	1	-69.8399
12.8117	1	0	1	-69.8399
12.8524	1	0	1	-69.8399
12.9015	1	0	1	-69.8399
12.9024	1	0	1	-69.8399
12.9064	1	0	1	-69.8399
12.911	1	0	1	-69.8399
12.9117	1	0	1	-69.8399
12.9524	1	0	1	-69.8399
13.0015	1	0	1	-69.8399
13.0024	1	0	1	-69.8399
13.0064	1	0	1	-69.8399
13.011	1	0	1	-69.8399
13.0117	1	0	1	-69.8399
13.0524	1	0	1	-69.8399
13.1015	1	0	1	-69.8399
13.1024	1	0	1	-69.8399
13.1064	1	0	1	-69.8399
13.111	1	0	1	-69.8399
13.1117	1	0	1	-69.8399
13.1524	1	0	1	-69.8399
13.2015	1	0	1	-69.8399
13.2024	1	0	1	-69.8399
13.2064	1	0	1	-69.8399
13.211	1	0	1	-69.8399
13.2117	1	0	1	-69.8399
13.2524	1	0	1	-69.8399
13.3015	1	0	1	-69.8399
13.3024	1	0	1	-69.8399
13.3064	1	0	1	-69.8399
13.311	1	0	1	-69.8399
13.3117	1	0	1	-69.8399
13.3524	1	0	1	-69.8399
13.4015	1	0	1	-69.8399
13.4024	1	0	1	-69.8399
13.4064	1	0	1	-69.8399
13.411	1	0	1	-69.8399
13.4117	1	0	1	-69.8399
13.4524	1	0	1	-69.8399
13.5015	1	0	1	-69.8399
13.5024	1	0	1	-69.8399
13.5064	1	0	1	-69.8399
13.511	1	0	1	-69.8399
13.5117	1	0	1	-69.8399
13.5524	1	0	1	-69.8399
13.6015	1	0	1	-69.8399
13.6024	1	0	1	-69.8399
13.6064	1	0	1	-69.8399
13.611	1	0	1	-69.8399
13.6117	1	0	1	-69.8399
13.6524	1	0	1	-69.8399
13.7015	1	0	1	-69.8399
13.7024	1	0	1	-69.8399
13.7064	1	0	1	-69.8399
13.711	1	0	1	-69.8399
13.7117	1	0	1	-69.8399
13.7524	1	0	1	-69.8399
13.8015	1	0	1	-69.8399
13.8024	1	0	1	-69.8399
13.8064	1	0	1	-69.8399
